id,date,text,url,views,forwards,replies
345252,,,https://t.me/IranintlTV/345252,,,
345251,,,https://t.me/IranintlTV/345251,,,
345250,,,https://t.me/IranintlTV/345250,,,
345249,,,https://t.me/IranintlTV/345249,,,
345248,,,https://t.me/IranintlTV/345248,,,
345247,,,https://t.me/IranintlTV/345247,,,
345246,,,https://t.me/IranintlTV/345246,,,
345245,,,https://t.me/IranintlTV/345245,,,
345244,,,https://t.me/IranintlTV/345244,,,
345243,,,https://t.me/IranintlTV/345243,,,
345242,,,https://t.me/IranintlTV/345242,,,
345241,,,https://t.me/IranintlTV/345241,,,
345239,,,https://t.me/IranintlTV/345239,,,
345238,,,https://t.me/IranintlTV/345238,,,
345237,,,https://t.me/IranintlTV/345237,,,
