id,date,text,url,views,forwards,replies
285595,,سپاه: هر خطای محاسباتی، با پاسخی کوبنده‌تر از همیشه مواجه خواهد شد همزمان با برگزاری مراسم تشییع علی خامنه‌ای، رهبر پیشین جمهوری اسلامی، سپاه پاسداران در بیانیه‌ای در مورد «هرگونه خطای محاسباتی» به «جبهه دشمن» هشدار داد. در بیانیه سپاه با اعلام آمادگی رزمی این نیرو و سایر نیروهای مسلح ایران آمده است: «هرگونه خطای محاسباتی، با پاسخی قاطع، کوبنده‌تر از همیشه مواجه خواهد شد که تا ابد در تاریخ ذلت‌بار آنان ثبت خواهد گشت.» امنیت این مراسم به لشکر محمد رسول‌الله سپرده شده است که مسئولیت امنیت تهران، پایتخت، را هم برعهده دارد. ساعاتی پیش، تصویری از احمد وحیدی فرمانده سپاه منتشر شد که از زمان آغاز جنگ با آمریکا و اسرائیل در عموم ظاهر نشده بود. در حالی که مراسم تشییع آغاز شده است، هنوز هیچ اظهارنظر رسمی درباره شرکت یا عدم شرکت مجتبی خامنه‌ای، رهبر حکومت و فرزند علی خامنه‌ای در آن صورت نگرفته است. هیچ صدا و تصویری از او از زمان انتخاب به عنوان رهبر جدید حکومت هم منتشر نشده است. @BBCPersian 74.3K edited 09:17 AM,https://t.me/bbcpersian/285595,,,
285596,,مراسم تشییع علی خامنه‌ای «زودتر از برنامه اعلام شده» آغاز شد خبرگزاری ایرنا گزارش داده است که مراسم تشییع علی خامنه‌ای،‌ امروز زودتر از برنامه اعلام شده قبلی آغاز شد. ایرنا نوشت که در حالیکه پیشتر اعلام شده بود که مراسم تشییع علی خامنه‌ای، رهبر پیشین جمهوری اسلامی از عصر روز جمعه آغاز می‌شود اما با «استقرار پیکر رهبر شهید انقلاب و چند عضو خانواده ایشان در مقابل محراب مصلای تهران» ادای احترام میهمانان خارجی آغاز شده و در حال انجام است. بر اساس این گزارش محمدرضا عارف، معاون اول رئیس‌جمهور ایران در فرودگاه مهرآباد تهران مستقر شده است و از مقامات و هیئت‌های بین‌المللی استقبال می‌کند. ایرنا می‌گوید که مصباح الهدی باقری کنی،‌ داماد علی خامنه‌ای هم روز جمعه در میدان شهران و روستای کن در غرب تهران تشییع می‌‍شود و احتمالا پس از آن به مصلی منتقل خواهد شد. پیش از این اعلام استاندار تهران و ستاد برگزاری مراسم تشییع اعلام کرده بود که این مراسم از صبح روز شنبه ۱۳ تیرماه با «آیین وداع» در «مصلای امام خمینی» آغاز می‌شود. @BBCPersian 69K 10:44 AM,https://t.me/bbcpersian/285596,,,
285597,,ورود رئیس مجلس قطر به تهران برای شرکت در مراسم تشییع علی خامنه‌ای حسن بن عبدالله الغانیم، رئیس مجلس قطر برای شرکت در مراسم تشییع علی خامنه‌ای، رهبر پیشین جمهوری اسلامی، وارد تهران شد. پیشتر هم رئیس مجلس عمان در راس هیئتی برای شرکت در این مراسم وارد تهران شد. هنوز خبری از حضور نمایندگانی از سایر کشورهای عربی حاشیه خلیج فارس گزارش نشده است. ایران در طول جنگ اخیر با آمریکا و اسرائیل تحت عنوان حمله تلافی‌جویانه به پایگاه‌ها و منافع این دو کشور، چندین کشور عربی حاشیه خلیج فارس از جمله کویت، عربستان، قطر، امارات و بحرین را هدف قرار داد. @BBCPersian 68.9K edited 10:48 AM,https://t.me/bbcpersian/285597,,,
285598,,رئيس سازمان هواپیمایی ایران: پروازهای داخلی و خارجی شنبه و یکشنبه انجام می‌شود رئیس سازمان هواپیمایی ایران گفته است که پروازهای داخلی و خارجی روزهای شنبه و یکشنبه (۱۳ و ۱۴ تیرماه) برقرار است. ابوذر شیرودی از مسافران خواست که به دلیل ترافیک ۳ تا ۴ ساعت زودتر در فرودگاه حاضر شوند. آقای شیرودی همچنین از شرکت‌های هواپیمایی خواست تا حد ممکن نسبت به کاهش پروازهای فرودگاه بین‌المللی امام خمینی اقدام کنند. پیش از این سازمان هواپیمایی ایران محدودیت‌های پروازی گسترده‌ای را برای روزهای جمعه و دوشنبه اعلام کرده بود. فرودگاه مهرآباد امروز (جمعه) تعطیل خواهد بود و روز دوشنبه هفته آینده هم آسمان تهران به‌طور کامل از پروازها خالی خواهد شد. پروازهای دیپلماتیک و سیاسی شامل این محدودیت نخواهند شد و فعالیت فرودگاه «امام خمینی»هم بدون محدودیت اعلام شده است. @BBCPersian 68.1K 11:20 AM,https://t.me/bbcpersian/285598,,,
285599,,فراخوان تجربه و مشاهده از #اختلال در خدمات باکی در ایران واتس‌اپ: ۰۰۴۴۷۳۴۲۰۳۲۱۱۳ تلگرام: BBCShoma@ مشتریان چهار بانک بزرگ در ایران از ۲۳ خرداد ۱۴۰۵ تا کنون درگیر اختلال در دریافت خدمات بانکی هس... BBCPersian 2:19 ‏تجربه شما از سه هفته اختلال در خدمات بانکی در ایران ‏مشتریان چهار بانک بزرگ در ایران از ۲۳ خرداد ۱۴۰۵ تا کنون درگیر اختلال در دریافت خدمات بانکی هستند. بانک مرکزی ایران پیشتر دلیل اختلال در بانک‌های ملی، صادرات، تجارت و توسعه صادرات را «حمله سایبری به زیرساخت ارتباطی» اعلام کرده بود. ‏مدیرعامل شرکت خدمات انفورماتیک ایران می‌گوید اطلاعات مشتریان «کاملا موجود» و در حال انتقال به بانک‌هاست. @bbcshoma 61.7K 01:06 PM,https://t.me/bbcpersian/285599,,,
285600,,فیلد مارشال عاصم منیر، فرمانده کل قوای پاکستان وارد تهران شد فیلد مارشال عاصم منیر، فرمانده کل نیروهای مسلح پاکستان، برای شرکت در مراسم تشییع آیت‌الله علی خامنه‌ای، رهبر سابق ایران، وارد تهران شد. عاصم منیر در رأس یک هیئت عالیرتبه به تهران سفر کرده و هنگام ورود مورد استقبال وزرای دفاع و کشور ایران و مقامات بلند پایه سیاسی و نظامی دیگر جمهوری اسلامی قرار گرفت. پاکستان که میانجی اصلی ایران و آمریکا برای رسیدن به تفاهم‌نامه اسلام‌آباد بوده است در میان کشورهایی است که برای مراسم امروز هیئتی بلندپایه اعزام کرده است. شهباز شریف، نخست‌وزیر و محمد اسحاق دار، معاون نخست‌وزیر و وزیر امور خارجه پاکستان هم در این هیئت حضور دارند. سخنگوی وزارت امور خارجه پاکستان، روز پنجشنبه گفت: « آقای شریف در این سفر با ابراز همبستگی با ملت برادر در این دوران اندوه عمیق، مراتب تسلیت مردم و دولت پاکستان را به رهبری ایران و خانواده‌های داغدار ابلاغ خواهد کرد.» https://bbc.in/4gRgGYv @BBCPersian BBC News فارسی مراسم تشییع علی خامنه‌ای؛ مقام‌های ارشد ایران و میهمانان خارجی ادای احترام کردند - BBC News فارسی م,https://t.me/bbcpersian/285600,,,
285601,,0:36 سرخط خبرها، جمعه ۱۲ تیر ماه ۱۴۰۵ از تلویزیون بی‌بی‌سی فارسی https://bbc.in/42XnQmy https://bbc.in/3WtLd3k @BBCPersian 52.3K 01:45 PM,https://t.me/bbcpersian/285601,,,
285602,,‌ مسعود آذر بی‌بی‌سی شب سه‌شنبه ۹ تیر ۱۴۰۵، وقتی سخنان محمدباقر قالیباف، مذاکره کننده ارشد ایران و رئیس مجلس درباره ابعاد تفاهمنامه اسلام‌آباد میان ایران و آمریکا از تلویزیون دولتی قطع شد، تحلیلگران سیاسی این اتفاق را نشانه عمق اختلاف نظر میان موافقان و مخالفان مذاکره با آمریکا تعبیر و تفسیر کردند. آلبوم را ورق بزنید و برای خواندن مطلب کامل روی این لینک کلیک کنید: bbc.com/persian/articles/cvgj07ry4lzo @bbcpersian 52.4K edited 02:05 PM,https://t.me/bbcpersian/285602,,,
285612,,تازه‌ترین خبرهای جهان جمعه ۱۲ تیر ۱۴۰۵.mp3 4:03 • رادیو بی‌بی‌سی تازه‌ترین خبرهای جهان جمعه ۱۲ تیر ۱۴۰۵ از رادیو بی‌بی‌سی در لندن @BBCPersian 53.4K 02:23 PM,https://t.me/bbcpersian/285612,,,
285613,,ورود هیئت‌های خارجی به تهران برای شرکت در مراسم تشییع علی خامنه‌ای پیشتر گزارش دادیم که وزارت خارجه ایران اعلام کرده است که «حداقل ۸ رئیس دولت و ۱۲ رئیس مجلس» از کشورهای جهان در مراسم تشییع علی خامنه‌ای حضور دارند و شماری از کشورها هم در سطح وزیر و نمایندگان ویژه شرکت می‌کنند. روسای جمهوری عراق و تاجیکستان و نخست‌وزیران پاکستان و ارمنستان از جمله رهبرانی هستند که برای حضور در این مراسم به تهران رفته‌اند. صاحبه غفاروا، رئیس مجلس جمهوری آذربایجان،‌ حسن بن عبدالله الغانیم، رئیس مجلس قطرو خالد المعولی،‌ رئیس مجلس عمان هم از جمله مقاماتی هستند که به همراه هیئت‌هایی وارد تهران شدند. هیئتی هم از مقامات هندی برای این مراسم به تهران رفته است. https://bbc.in/4p1MID6 @BBCPersian BBC News فارسی مراسم تشییع علی خامنه‌ای؛ مقام‌های ارشد ایران و میهمانان خارجی ادای احترام کردند - BBC News فارسی مراسم تشییع علی خامنه‌ای، رهبر پیشین ایران، و چند عضو خانواده او که چند ماه پیش در حمله آمریکا و اسرائیل کشته شدند، در مصلی تهران در جریان است. مقام‌های ارشد حکومت ایران،... 53K 02:59 PM,https://t.me/bbcpersian/285613,,,
